year,journalname,title,author,orgn,keyword,fund,catelogcode,summary
2015,图书馆杂志,图书馆的微信营销:浙江工业大学图书馆的探索,池晓波;金丹;,浙江工业大学图书馆,图书馆; 微信营销; 微服务;,2014年浙江省教育厅项目“So Lo Mo时代图书馆智慧服务创新模式研究”(项目编号:Z20140038)； 2014年浙江省教育厅项目“大数据红利下数字图书馆内容管理开源软件应用的研究”(项目编号:Y201432653)研究成果之一；,G250.7,"当微信成为人们的一种生活方式,图书馆为了满足用户的需求,需要将本地的服务和资源与移动服务进行对接。浙江工业大学图书馆自2013年开始微信服务的实践探索,从团队、内容和用户三方面进行组织与运营,并从实践中总结经验,提出从制度管理、语言与排版形式、发送时机、用户需求、平台功能等几方面进一步思考与努力。 "
2015,图书馆杂志,图书馆微信公众号内容营销策略:基于微信传播指数WCI的分析,黄国凡;张钰梅;,厦门大学图书馆湖南图书馆,图书馆; 微信; 内容营销; 读者服务;,,G250.7,"国内图书馆微信公众号蓬勃发展,但在内容营销方面原创少,影响力总体偏弱,未能充分发挥微信平台的营销功能。本文基于WCI微信影响力指数分析了国内图书馆微信公众号影响力排名,结合湖南省图书馆和厦门大学图书馆的微信运营实践,总结出行之有效的微信内容营销策略。 "
2015,图书馆杂志,图书馆微信服务用户参与的影响因素分析,何晓兵;孙先艳;,华南师范大学经济与管理学院中山大学资讯管理学院,图书馆微信服务; 用户参与; 影响因素;,,G252;G250.7,"以社会资本理论为理论基础,采用文献分析法和调查法相结合,分析影响用户参与图书馆微信的因素。互动性、共享创新、信任、感知愉悦性、感知风险、用户满意、用户忠诚、图书馆品牌形象因素对用户参与图书馆微信行为产生显著影响,且两两因素间呈显著相关。构建图书馆微信用户参与影响因素模型,并提出从图书馆微信服务关系网络、用户群体、内容的建设三方面来提升用户的参与度。 "
2015,图书馆杂志,公共图书馆信息化服务中微信的应用,彭春林;蒋恩智;,浙江省临海市图书馆浙江省仙居县图书馆,公共图书馆; 微信; 信息化; 应用;,,G258.2;G252,"随着微信的应用普及,各行各业对于微信的开发与应用深入展开。本文讨论了微信在公共图书馆信息化建设中的应用,从微信的特点及其优势入手分析,对其在各个图书馆的应用需求与可行性进行了论证。随后,对微信在公共图书馆中的具体应用模式与方向,应用的具体措施进行了探讨。 "
2015,图书馆建设,微信环境下高校移动图书馆信息服务的创新,陈文文;李燕;周欢;,西南大学图书馆,微信; 移动图书馆; 信息服务创新;,中央高校基本科研业务费“基于高校移动图书馆的泛在平台学习研究”的成果之一； 项目编号:SWU1309474；,G252;G258.6,"微信这种新媒体的推广,为移动图书馆的信息服务创新提供了契机。目前,移动图书馆通过微信平台可以开展阅读推广,设置微信书评投稿专栏,推荐好书,开展微信读书会,提供个性化拓展服务。为了创新移动图书馆信息服务,未来高校图书馆可以利用微信平台开展微信漂书、微信课表查询、超期图书扣款、线下图书直接互借、扫描条形码直接借阅等服务。 "
2015,情报科学,信息价值对消费者影响的实验研究——以微信信息为例,毕楠;银成钺;蓝海平;,东北师范大学商学院吉林财经大学亚泰工商管理学院,信息价值; 消费者态度; 顾客互动参与; 社会化媒体; 内容营销;,国家社科基金青年项目(14CGL072)； 中国博士后科学基金资助项目(2014M551158)； 中央高校基本科研业务费专项资金(14QNJJ037)；,F713.55;G203,"在社会化媒体语境下,信息内容对于企业的价值除了提供传统价值链中的要素资源外,还能够通过影响现实顾客或潜在顾客来达到建立信任、塑造品牌、提高知名度等目的。本文分析了信息价值对消费者的影响,通过2(信息内容类型:价值性/娱乐性)×2(匹配度:高/低)×2(介入度:高/低)的组间组内混合因子的实验设计,揭示了信息内容在不同介入度水平和匹配程度的情境下对消费者态度和顾客互动参与倾向的影响。结论认为消费者介入度越高,越容易形成良好态度和互动参与倾向;而高匹配度更容易形成消费者良好的态度,低匹配度情境下,价值性信息对的顾客互动参与倾向影响显著大于娱乐性信息的影响,高匹配度情境下恰好相反。 "
2015,图书馆建设,图书馆微信借书系统的设计与实现,姚舜;,湖南图书馆,图书馆; 微信公众平台; 微信借书;,,G250.7,"微信借书系统是一个基于图书馆微信公众平台的应用,读者不用携带读者证,利用该系统就可从图书馆借书。但是,该系统在实现过程中遇到读者证弱口令、借书流程设计以及微信借书系统与图书管理系统的数据调用方面的问题。因此,该系统可采用""三次握手""、随机验证码、限制有效时间等手段保证读者证号的安全,并可采用模拟Post请求的方式实现整个系统功能。 "
2015,图书馆论坛,图书馆微信公众服务平台探索与创新——以广东省立中山图书馆为例,吴昊;,广东省立中山图书馆,微信; 移动图书馆; 数字化阅读; 公众服务平台;,,G250.7;G252,"以广东省立中山图书馆微信公众服务平台的自主开发实践为例,分析图书馆微信公众服务平台在功能规划、技术实施、创新服务等方面的探索与创新。 "
2015,现代情报,基于推送消息调查的高校图书馆微信平台运营策略研究,杨小莉;王超;,河海大学图书馆南京农业大学团委,微信公众平台; 消息推送; 微信运营; 高校图书馆; 新媒体;,,G258.6;G250.7,"本文以校友会网排名前20位高校微信平台2015年4月份推送的消息作为研究样本,对平台基本情况、消息标题、消息内容3个方面的分析研究,提出高校图书馆微信平台运营的全面策略——针对新用户的推广策略和老用户的日常运营策略,以供各高校图书馆参考。 "
2015,现代情报,微信息环境下的图书馆微服务策略研究,龙叶;雷英杰;,天津理工大学汉语言文化学院图书馆,图书馆; 微信息环境; 微内容; 微服务; 策略;,天津市哲学社会科学规划研究项目“国际汉语教育背景下孔子学院隐性课程建设模式研究”(项目编号:TJZW13-007)； 天津市高等学校人文社会科学研究项目“传统文化视域中的汉字字形分析与留学生汉字教学”(项目编号:20142202)； 天津理工大学教学改革研究项目“微型学习在国际汉语教学中的适应性研究”(项目编号:YB14-45)； 天津理工大学教学改革研究项目“基于MOOCs视域下国内外网络课程的比较”(项目编号:YB14-12)； 天津理工大学教学改革研究项目“基于大学和社区的孔子学院隐性课程建设模式研究”(项目编号:YB13-49)的阶段性研究成果；,G250.7;G252,"在微信息环境下,图书馆服务形式微型化,服务过程嵌入化,服务范围社会化。针对图书馆微服务的特点,本文提出如下建议:加强移动图书馆建设;在数字资源建设中嵌入更多的微内容;根据微服务内容,选择合适的服务模式;创新数字参考咨询服务的内容和形式;拓展图书馆微博、微信公众号的服务内容;利用微电影、微视频等形式宣传图书馆微服务等策略,这些建议旨在拓展图书馆微服务的内容和领域,帮助用户更便捷地获取文献信息资源。 "
2015,现代情报,用户关注微信公众订阅号动机研究,黄灿;桂学文;,华中师范大学信息管理学院,微信订阅号; 使用与满足理论; 动机; 结构方程模型;,,G206;G353.1,"随着微信用户的不断增加,腾讯公司开发设计了为用户提供服务的微信公众平台,微信公众订阅号就是其中之一。本文在文献分析和问卷调查的基础上,对微信用户关注公众订阅号的动机从载体层面、媒体层面和用户层面3个角度来构建模型。再利用SPSS进行数据分析,以及利用结构方程模型软件AMOS进行模型的修正,最后得出网络用户关注微信公众订阅号动机的分析模型。为微信公众平台设计提供依据,为微信订阅号健康发展提供参考和建议。 "
2015,现代情报,大数据环境下微信公众平台非结构化数据融合研究,郭春霞;,滨州学院图书馆,微信公众平台; 非结构化数据; 同型异源数据; 异型异源数据; 同型同源数据; 数据融合; 态势监测;,,G206,"微信公众平台具有开源、发布及时的特点,目前它已经成为各机构发布信息的重要渠道。但这类数据又具有非结构化、无语义描述的特点,如何将微信公众平台从非结构化数据转化为可分析、判断的结构化数据,成为一个亟须解决的问题。针对该问题,本文提出一个对微信公众平台结构化数据监测的层次体系。这一方法将通过数据融合方式,从平台资源中抽取数据,构建结构化数据库,进行权重比较,判断情报价值,进而实现对研究领域的态势监测。 "
2015,现代情报,微信传播建模分析,王小立;,南京政治学院上海校区军事信息管理系,复杂网络建模; Agent建模; 信息传播; 演化规则;,,G206,"结合复杂网络与Agent的建模方法对微信信息的传播进行研究。通过分析微信信息的交互规律构建复杂网络,并在对影响个体传播行为的相关变量进行探究的基础之上建立Agent模型。针对Agent之间的信息交互,提出3种基于各变量的演化规则。研究利于揭示微信信息传播的关键机理,并有助于对微信平台进行有效利用和管控。 "
2015,现代情报,微信用户信息分享行为动机研究,李晨;黄灿;,华中师范大学信息管理学院,微信用户; 信息分享行为; 动机;,,G206,"文章基于微信用户社交行为动机,通过群体访谈、自查匿名问卷调查等方式,利用SPSS和Visio进行信息分析模型构建和假设、绘图实证分析。结果表明,依赖性、普遍化趋势、便捷生活3个方面是影响微信用户信息分享行为的重要因素。最后,利用研究结果深化理论实践意义,引导微信持续健康发展。 "
2015,现代情报,政务微信对传统政务模式的改造研究——以“广州公安”政务微信为例,陈海春;李欣欣;赵玉攀;惠梅;,华中科技大学公共管理学院,传统公共服务; 电子化公共服务模式; 政务微信; “广州公安”;,,D63,"随着微信的广泛使用,政府也顺应科技进步,提出了政务微信这种新型服务模式。本文首先对政务微信产生的原因进行了总结;其次以""广州公安""政务微信平台为例,从行政业务流程、与公众沟通方式、提供服务方式和工作透明度4个方面对政府提供公共服务模式的差异进行了分析;最后总结出政务微信虽和其他公共服务模式相比,存在一定的优势,但在实际应用过程中仍然存在不足,所以,本文最后对完善政务微信提出了一些建议。 "
2015,现代情报,基于UTAUT和ITM整合视角的微信支付用户使用行为影响因素研究,陈洁;朱小栋;,上海理工大学管理学院,微信支付; UTAUT模型; ITM模型; 用户接受模型; 感知娱乐性; 感知安全性;,教育部人文社会科学青年基金项目“面向云计算环境下科技文献共享的语义集成模型研究”(项目编号:12YJC870037)； 上海市研究生创新基金项目“基于云计算的数字图书馆云共享研究”(项目编号:JWCXSL1402)； 上海理工大学人文社科基金“云电子商务环境下数字图书馆云共享研究”(项目编号:14XSZ04)；,F724.6;F832.2;F713.55,"微信支付是腾讯公司于2008年推出的移动支付创新产品,发展前景光明。本文在整合UTAUT模型和ITM模型的基础上,增加感知娱乐性和感知安全性两个因素,构建微信支付的用户接受模型,分析影响用户使用微信支付的关键因素。结果表明,按照影响力的大小,影响用户最终使用微信支付的因素依次为行为意愿、绩效期望、感知安全性、感知娱乐性、努力期望、初始信任以及便利条件。 "
2015,现代情报,微博、微信在图书馆移动信息服务中的比较与整合研究,韩冰;白福春;,大连工业大学图书馆,微博; 微信; 移动信息服务;,大连工业大学2012年教育教学改革研究项目“新媒体时代读者阅读行为改变与图书馆应对策略研究”(项目编号:JGLX1280)；,G252;G250.7,"微博、微信作为主要的信息发布平台和交流平台,在图书馆的应用日益广泛。文章首先对微博、微信的功能差异进行了比较分析,包括平台特色差异、传播特性差异、传播信息方式的差异以及接受信息方式的差异。接着对国内图书馆利用微博、微信提供移动信息服务的情况进行调查,并就存在的问题进行比较分析。最后提出在图书馆移动信息服务中,整合微博平台信息传播的广泛性以及微信平台的深度沟通优势,共融互补,提升移动信息服务的传播效率。 "
2015,现代情报,基于期望确认模型、社会临场感和心流体验的微信用户持续使用意愿研究,代宝;刘业政;,合肥工业大学管理学院,期望确认模型; 社会临场感; 心流体验; 微信; 持续使用意愿;,国家自然科学基金项目“基于模体挖掘面向在线社交网络中虚拟社区的群推荐系统研究”(项目编号:71371062)；,G252;G206,"本文基于期望确认模型、社会临场感和心流体验理论,探讨了影响微信用户持续使用意愿的因素。利用结构方程模型对308份调查数据予以分析,结果表明:感知有用性和满意度对微信用户的持续使用意愿有显著的直接影响,而社会临场感和心流体验等用户体验因素对持续使用意愿有间接影响。 "
2015,信息资源管理学报,大学生微信用户信息分享行为以及影响因素的研究,傅平;孟薇;,武汉大学新闻与传播学院,大学生; 微信; 信息分享行为; 影响因素; 用户行为;,,G206;G645.5,"移动互联网的发展更进一步改变了人们的信息传播方式,""强关系""、""去中心化""、""用户思维""等解构了原有的单向化的社会结构。本文以拉斯韦尔的""5W""理论为基础,应用问卷调查法,从大学生的微信使用情况、分享频数以及分享内容来探讨大学生微信用户的信息分享行为,通过传播者特性、微信产品特性、分享动机以及外在环境四个维度来研究影响大学生微信用户信息分享行为的因素。研究发现大学生微信用户信息分享行为是在内外因的相互作用下产生的。洞悉大学生的信息分享行为方便媒体了解用户的信息习惯和爱好,为进一步提高信息服务水平提供了借鉴。 "
2015,情报学报,基于技术接受模型的微信用户信息发布行为研究,谢新洲;安静;王尧;,北京大学新媒体研究院北京大学新闻与传播学院,微信; 用户行为; 结构方程模型; 技术接受模型;,国家自然科学基金项目“社会化媒体用户行为模式及管理机制研究”(项目批准号:71273018)研究成果之一；,G206,"微信使用中,人们会选择进行积极的自我呈现和形象管理,以寻求他人认可或羡慕。本研究主要探讨微信用户信息发布的影响因素。在已有的研究基础上进行技术接受模型的修正,使用问卷调查的方法进行数据的收集整理。研究发现,感知有用性可以和感知收益等其他因素较好地结合,对个人信息披露和信息发布行为意向产生正向影响;信任、感知风险、信息控制、实用性等因素可以和技术接受模型进行较好的结合,共同对个人信息披露及信息发布行为意向产生显著影响。个人性别、职业、年龄、收入等因素均对用户信息发布行为产生显著影响,为进一步研究微信用户信息发布行为的动机提供了实证支持。 "
2015,情报理论与实践,微信公众平台传播效果评价研究,冀芳;张夏恒;,长安大学,微信公众平台; 传播效果; 评价指标; 模糊综合评价;,中央高校基本科研业务费专项资金资助项目“语言监测视域下网络语言资源及语言文化建设研究”(项目编号:310833155010)； 陕西省社会科学基金项目“城市化进程中西安市外来务工人员语言状况及语言服务研究”(项目编号:2015K030)的成果；,G206,"作为一种新兴自媒体,微信公众平台在信息传播中的作用日趋凸显,如何提升其传播效果有待研究。文章分析微信公众平台现状,探究其自身功能、内容与信息以及监管等方面存在诸多问题。通过文献梳理,发现现有研究多集中在微信,较少关注微信公众平台;已有成果也多从实践层面出发,缺乏针对传播效果评价的研究。如何对传播效果进行评价,是一个亟须解决的关键问题。建立微信公众平台传播效果评价体系,采用模糊综合评价法,挖掘出粉丝与传播方式是影响传播效果的重要因素。最后,依据评价结果,结合存在的问题,提出一些提升传播效果的具体建议与策略。 "
2015,情报理论与实践,微信模式下个体知识学习的特征和交流模式研究,张凌志;薛晶心;张媛;,天津外国语大学国际商学院天津国际发展研究院,微信; 个体; 知识学习; 交流模式;,天津市哲学社会科学规划基金项目“基于演化经济理论的天津市中小企业协同创新联盟构建模式研究”(项目编号:TJYY12-139)； 天津外国语大学“十二五”科研规划项目“知识进化模式下的知识溢出效应研究”(项目编号:11YB12)的成果；,G302;G206,"利用知识进化思想构建个体知识学习模型,在微信模式下,分析个体知识学习的认同性、异构性、交互性和扩散性的特征。通过分析微信模式下的3种个体知识交流的形式,分析个体知识学习交流的模式。 "
2015,图书馆学研究,基于微信公众平台的图书馆入馆教育调查研究——以“985工程”高校图书馆为例,赵丹;,南方医科大学图书馆,微信公众平台; 入馆教育; 高校图书馆;,,G258.6;G250.7,"对""985工程""高校图书馆基于微信公众平台开展入馆教育情况进行调查,结合典型案例,归纳图书馆基于微信公众平台开展入馆教育的三种主要形式,对提升基于微信公众平台的入馆教育的质量和水平提出可行性建议。 "
2015,图书馆学研究,省级公共图书馆微博和微信服务研究,张丹丹;杨思洛;邢文明;,湘潭大学公共管理学院湘潭大学公共管理学院知识资源管理系,省级图书馆; 微博; 微信; 服务研究;,湖南省社科基金项目“免费开放时代区域图书馆资源共享体系构建与实践研究”(项目编号:14YBA368)； 湖南省哲学社会科学基金项目“社交网络环境下图书馆信息服务模式变革研究”(项目编号:14YBA366)的研究成果之一；,G258.2;G252;G206,"微博、微信等新媒体的发展为图书馆服务创新提供了新机遇。文章以新浪微博和腾讯微信为例,运用新媒体指数等统计方法比较省级公共图书馆(以下简称""省馆"")微博和微信的服务情况,通过比较发布内容、咨询服务等五个方面,发现省馆微博发布的最高峰比微信发布的最高峰早2个小时,二者发布的时间具有明显的周期性。省馆微博开通的时间较早,发布信息的数量和种类较多,但省馆微信的社会影响力更大,咨询服务更加完善。针对以上图书馆微博和微信服务的明显特点,讨论了今后图书馆微服务发展的建设对策。 "
2015,图书馆学研究,高校图书馆微博与微信服务比较研究——以“211工程”高校为例,蒋逸颖;周淑云;,湘潭大学公共管理学院武汉大学,高校图书馆; 微博服务; 微信服务;,国家社科基金项目“社会公众信息获取权利保障研究(项目编号10CTQ005)”的研究成果之一；,G258.6;G252,"微博与微信在高校图书馆服务工作中发挥着日益重要的作用。以代表我国先进水平的""211工程""高校图书馆为例,从总体情况、开通时间、发文量、更新程度、服务内容等方面对我国高校图书馆微博与微信服务现状进行系统调查,比较分析高校图书馆微博服务与微信服务的共性与差异,并提出高校图书馆微博服务与微信服务的整合策略,充分发挥微博服务与微信服务的各自优势,以期为提高我国高校图书馆微服务效率提供建设性的指导。 "
2015,图书馆学研究,图书馆微信“馆员在线”的设计与实现,宋振世;樊姗;,华东师范大学图书馆,微信; 参考咨询; 馆员在线;,,G250.7;G252.6,"微信的诞生,迎合了广大用户的需求,在较短的时间里得到了迅速普及。微信作为一款社交媒体工具,拥有广大的读者用户,是图书馆参考咨询工作的新阵地,文章利用微信开放的客服接口,实现""馆员在线""的功能,真正满足读者随时随地的咨询需求。 "
2015,图书馆学研究,微信信息生态链信息流转研究,李京蔚;娄策群;,华中师范大学湖北省电子商务研究中心华中师范大学信息管理学院,信息生态链; 微信信息; 信息流转过程; 信息流转模型;,国家社会科学重点基金项目“网络信息生态链发展机制与优化管理研究”(项目编号:11AZD114)的研究成果之一；,G201,"在阐述微信信息流转主体、客体、方式等微信信息生态链信息流转构成要素的基础上,将微信信息生态链信息流转的过程分为信息生产发布、信息传递流动、信息吸收转化以及信息创造反馈四个阶段,提出了微信信息生态链信息流转的模型,并对会话好友间、朋友圈之间、公众平台与用户间的信息流转模型进行了具体分析。 "
2015,图书馆学研究,“211工程”高校图书馆微信平台应用与现状分析,赵玉明;明均仁;高凯;,湖北工业大学工程技术学院武汉理工大学武汉工程大学管理学院,微信; 移动服务; 高校图书馆;,教育部人文社会科学研究青年基金项目“基于用户感知的移动图书馆服务接受与使用行为研究”(项目编号:14YJC870015)； 湖北省教育厅人文社会科学研究青年项目“高校移动图书馆用户的学术信息行为分析——以湖北省高校师生为例”(项目编号:15Q085)的研究成果之一；,G258.6;G250.7,"微信是移动服务的重要平台,高校图书馆纷纷将图书馆微信服务纳入其移动信息服务模式中。文章主要通过全国114所""211工程""高校图书馆微信调查,分别对图书馆微信的开展状况、微信开展服务内容和方式、微信营销与宣传进行分析,并对高校图书馆微信建设提出了建设对策。 "
2015,图书馆学研究,我国图书馆微信读书会发展研究,梁志敏;,广州少年儿童图书馆,微信读书会; 阅读推广; 图书馆;,教育部人文社会科学研究青年基金项目“全民阅读视角下的读书会推广机制研究”(编号:14YJC870001)的研究成果之一；,G252,"着眼网络微信技术的独特优势,调查分析我国微信读书会的发展现状和典型案例,指出微信读书会目前存在的不足,包括规范不足,缺乏有力监管;缺乏支持,持续性薄弱;各自发展,缺乏共享氛围等。以此为基础,探讨我国图书馆微信读书会的发展策略。 "
2015,图书馆学研究,高校图书馆微信公众账号服务研究——以“211”高校为例,韩娟娟;,北京大学信息管理系河南理工大学图书馆,微信公众账号; 图书馆服务; 信息推送;,河南理工大学教育教学研究改革项目“泛在知识环境下高校《文献信息检索》课程教学改革”(项目编号:2013JG049)； 河南理工大学基本科研业务费专项项目(人文社科类)“高校图书馆微信公众账号服务应用研究”(项目编号:SKJYB2015-10)； 河南省教育厅人文社会科学研究项目“大数据时代图书馆服务变革与创新研究”(项目编号:2014-GH-574)的研究成果之一；,G250.7;G252,"本文通过对高校图书馆微信公众账号开设情况进行调查,针对""211""高校图书馆微信公众账号信息推送、自定义菜单服务等功能的发展情况进行总结分析,发现""211""高校图书馆微信公众账号存在一馆多个账号、伪公众账号、自定义菜单功能缺乏创新等方面问题。文章提出建设性的意见,希望完善微信公众账号服务功能,构建良好安全的微信服务环境,更好地为高校图书馆读者服务。 "
2015,图书馆学研究,我国高校图书馆微信服务评价,靳佳丽;王一华;,郑州大学信息管理学院郑州大学科学技术信息研究所,高校图书馆; 微信服务; 评价;,,G258.6;G252,"该文阐述了微信及其公众平台的特点,对国内高校图书馆微信平台的利用及服务情况进行分析,并以国内排名前8的高校图书馆为例,利用构建的评价指标体系,对其图书馆微信服务的各个层次进行量化评价,得出微信服务的优劣势,并提出一些建议。 "
2015,图书馆学研究,利用微信构建图书馆智能问答系统,沈奎林;邵波;赵华;,南京大学图书馆南京大学信息管理学院,微信; 智能问答; 图书馆; 自助服务;,,G252.6,"参考咨询是图书馆的一项重要业务。目前移动服务是图书情报界研究和应用的重点。文章以CNKI收录的主题为参考咨询类的论文为样本,列举了国内图书馆参考咨询的应用现状,根据移动服务的实际需求,制定了基于微信的智能问答系统的解决方案。以南京大学图书馆的微信智能问答系统为例,依照既定的技术思路,详细阐述了实践过程和应用效果。 "
2015,图书馆学研究,微信公众平台在陕西省高校图书馆应用现状及建议,周秋霞;,西安邮电大学图书馆,微信; 高校图书馆; 陕西省; 信息服务;,2013年陕西省社会科学基金项目“基于用户体验的陕西高校移动数字图书馆信息服务模式构建研究”(项目编号:13M018)的研究成果之一；,G258.6;G250.7,"微信是近年来最为流行的社交网络工具。国内很多高校图书馆开始尝试利用微信公众平台为图书馆用户提供移动信息服务。文章从微信开通时间、微信公众账号及微信服务内容等方面对陕西省高校图书馆微信公众平台应用现状进行深入调查、分析。针对存在的问题,从转变思想观念、规范微信公众账号、加强个性化推送功能、重视微信平台与读者之间的互动、加强微信平台的宣传推广5个方面对微信平台服务提出建议。 "
2015,图书馆学研究,微信息环境下高校馆藏资源微聚合服务的研究,李禾;,四川大学图书馆,微信息服务环境; 微聚合; 领域本体; 信息抽取;,四川大学中央高校青年教师科研启动基金项目“基于图书馆自动化系统(ALEPH)的数字资源整合的研究”(项目编号:2010SKQ03)的阶段性研究成果之一；,G258.6;G252,"当前,高校图书馆以文献子集形式作为呈现的主流资源服务已不能完全满足微信息环境下日益增长的微阅读的用户需求。为此,通过对高校图书馆微信息服务的研究,来推导以它为资源共享渠道,基于领域本体的信息抽取为手段的馆藏资源微观聚合模型,借此进一步探索针对馆藏资源的目标信息精确定位、深度关联的新思路,从而丰富图书馆的资源服务手段,提供读者更细致化、个性化的服务。另一方面,为相同领域的研究提供可供参考的素材。 "
2015,图书馆学研究,基于微信公众平台的“985”高校图书馆服务现状调查与分析,郭军;,铁道警察学院图书馆,微信公众平台; 图书馆服务; “985”高校;,,G258.6;G252,"在对""985""高校图书馆微信公众平台应用现状调查的基础上,指出微信公众平台应用于国内图书馆服务领域时在普及程度、服务形式与服务内容等方面所存在的主要问题,进而从目标定位、宣传推广、服务形式、服务内容等四个方面提出几点针对性建议。 "
2015,图书馆学研究,高校微信用户利用行为实证分析与研究——以西安航空学院为例,杜文龙;徐光辉;冯现永;,西安航空学院图书馆,高校; 微信; 用户行为;,西安航空学院2014年重点基金项目“西安航空学院图书馆微信信息服务平台建设研究与实践”(项目编号:2014KY2119)； 教育部人文社会科学研究规划基金项目“信息用户在图书馆与社会网络使用中的双重融合实证研究”(项目编号:10YJA870029)的研究成果之一；,G258.6;G252,"为了剖析高校大学生的微信使用行为,文章以西安航空学院学生为样本,从微信用户结构特征、使用者认知、使用频率、微信功能使用、使用原因、使用满足性六方面展开随机问卷调查。基于此,对学生的使用动机、行为趋势和微信功能特性进行分析,并从微信的媒体属性、伦理问题及信息控制三方面做更深入的探讨。 "
2015,档案学研究,国家综合档案馆“官微”传播行为分析——基于新浪微博和微信平台的实证研究,施瑞婷;,南京大学社会学院,综合档案馆; 政务微博; 政务微信; 传播行为;,,G278;G270.7,"在""新媒体热""的当下,肩负使命的档案工作者更应冷静面对、理性选择。本文主要采用文本分析法和比较研究方法,首先在整体样态描述的基础上探究国家综合档案馆政务微博和微信的传播者形象塑造,接着选取统计学意义上最具代表性的官微账号探究其传播议题设置和传播内容分析。为更好地比较微博与微信的传播差异,还对微博和微信上各项指标排名都较为靠前的""江苏档案""和""抚顺档案""深入研究,并以2014年""国际档案日""为契机探讨官微的典型事件传播。本文的研究既为综合档案馆官微描述现状提出建议,也为未来新的媒介平台的出现提供参考。 "
2015,档案学研究,国内档案馆领域微信应用现状的调查与思考,李茂茂;王玉斌;,中国农业大学档案与校史馆,微信; 档案馆; 应用; 调研;,中央高校基本科研业务费专项资金项目“老一辈院士学术思想研究/科技档案收集保管利用模式创新研究”(项目编号为2015TC010)的支持；,G270.7,"本文对国内档案馆领域应用微信公众平台提供服务的实践情况进行跟踪调研,总结微信在该领域内的应用现状,分析当前微信应用中存在的问题试提出相应改进建议,以期微信公众平台在档案馆的服务中发挥更大更好的作用。 "
2016,图书与情报,当图书馆遇上微信小程序,王天泥;,辽宁省图书馆,图书馆; 微信小程序; APP; 读者服务;,辽宁省社科联“互联网+环境下辽宁图书馆阅读推广模式创新研究”(项目编号:2017lslktjc-012)研究成果之一；,G250.7,"文章通过概述微信小程序产生的内在驱动因素、核心理念,认为微信小程序与图书馆服务理念有着高度契合之处,结合图书馆微信小程序的产品特性构建了图书馆微信小程序的服务模式,并通过不同互联网产品的重要性和应用频率划分图书馆微信小程序服务,可以为服务改进、体验提升等发现新的管理渠道和营销策略。 "
2016,情报杂志,微信谣言元文本的召唤结构、受众期待视野与辟谣策略,刘锐;,上海交通大学人文艺术研究院,微信谣言; 元文本; 召唤结构; 期待视野; 辟谣策略;,国家社会科学基金青年项目“网络公共事件中政府舆论传播的受众反向认知”(编号:16CXW022)研究成果之一；,G206,"[目的/意义]微信谣言元文本独特的召唤结构契合受众的期待视野,是启动其再传机制的关键。相关研究对于科学开展微信辟谣具有重要价值。目前尚未发现针对性研究。[方法/过程]基于接受美学的召唤结构和期待视野理论框架,以2014、2015年十大微信谣言元文本为研究对象,运用文本分析法,探究微信谣言元文本的召唤结构及其与受众期待视野的关系,并提出针对性的辟谣策略。[结果/结论]研究发现:微信谣言元文本从修辞运用、悬念设置、信源叙述、图文结构和心理唤醒等层面构建召唤结构,并通过融合、更新、激活受众期待视野,促使受众参与谣言转发,完成谣言从""第一文本""向""第二文本""的转化,提出从平台构建、信息对冲、信源管理、心理纾解、形式创新等层面展开辟谣。 "
2016,情报杂志,一种微信公众号影响力的评估方法,颜月明;赵捧未;,西安电子科技大学经济与管理学院,微信公众号; H指数; R指数; WeChatIndex模型;,,G206;G353.1,"[目的/意义]借鉴H指数、R指数的思想,提出一种微信公众号影响力的评估模型,为相关管理者和用户实施广告投放、市场营销、舆情管控等提供理论依据。[方法/过程]综合考虑阅读量指标、点赞量指标以及文章篇数,构建We Chat Index模型,并在此基础上进行实验与分析。[结果/结论]提出的We Chat Index模型认为,一个有多篇高阅读量、高点赞量文章的微信公众号,意味着其传播覆盖面广、对受众的影响较大、所发布文章能够得到大众认可,影响力较高。 "
2016,情报杂志,新常态下政务微信的优化路径研究,毛斌;刘进军;刘书明;,甘肃农业大学人文学院甘肃行政学院,政务微信; 公共服务; 电子政务; 政府治理;,2014年度国家社科规划基金项目“西北民族地区政府应急管理能力建设与反恐维稳长效机制研究(编号:14XZZ0007)研究成果之一；,D63,"[目的/意义]政务微信具有信息传递、舆情引导、政务服务等社会功能,为政府形象塑造起了重要作用,如何规范利用现代化技术工具对于推进国家治理体系和治理能力现代化具有十分重要的意义。[方法/过程]通过系统、深入的文献调研,分析了政务微信潜在价值和面临的现实困境。[结果/结论]研究认为多元主体必须积极协同治理,用新的理念解决新的问题,加强制度建设,为实现政务微信良性有序发展提供帮助。 "
